"code","name","description","brand","link","imageAssets","packageSize","shoppable","prices","pricingUnits","badges","stockStatus","articleNumber","uom","taxes","fees","sellerId","sellerName","isVariant","offerType","hasMultipleOffers","sponsored","aisle","averageWeight"
"20160496001_EA","Light Tasting Pure Olive Oil",,"No Name","/light-tasting-pure-olive-oil/p/20160496001_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20160496001/b1/en/front/20160496001_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20160496001/b1/en/front/20160496001_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20160496001/b1/en/front/20160496001_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20160496001/b1/en/front/20160496001_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20160496001/b1/en/front/20160496001_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20160496001/b1/en/front/20160496001_front_a01_@2.png""}]","750 ml",true,"{""price"":{""value"":6.29,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":0.84,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20160496001","EA",,,"8675","maxi",false,"OG",false,false,,
"20047915_EA","Rich Taste-Extra Virgin Olive Oil","This quality blend of extra virgin olive oils is “cold pressed” for a naturally full-bodied fruity flavour. The Rich taste is best enjoyed drizzled over pastas, salads, dressings, dips and bread. Smoke Point  392° F/200° C","Bertolli","/rich-taste-extra-virgin-olive-oil/p/20047915_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20047915/b1/en/front/20047915_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20047915/b1/en/front/20047915_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20047915/b1/en/front/20047915_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20047915/b1/en/front/20047915_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20047915/b1/en/front/20047915_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20047915/b1/en/front/20047915_front_a01_@2.png""}]","2 l",true,"{""price"":{""value"":19.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20047915","EA",,,"8675","maxi",false,"OG",false,false,,
"20027043_EA","Organic Extra Virgin Olive Oil",,"PC Organics","/organic-extra-virgin-olive-oil/p/20027043_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20027043/b1/en/front/20027043_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20027043/b1/en/front/20027043_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20027043/b1/en/front/20027043_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20027043/b1/en/front/20027043_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20027043/b1/en/front/20027043_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20027043/b1/en/front/20027043_front_a01_@2.png""}]","500 ml",true,"{""price"":{""value"":8.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.8,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20027043","EA",,,"8675","maxi",false,"OG",false,false,,
"21401612_EA","Delicato, Cold Extracted Extra Virgin Olive Oil  ",,"PC Splendido","/delicato-cold-extracted-extra-virgin-olive-oil/p/21401612_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/21401612/b1/en/front/21401612_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/21401612/b1/en/front/21401612_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/21401612/b1/en/front/21401612_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/21401612/b1/en/front/21401612_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/21401612/b1/en/front/21401612_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/21401612/b1/en/front/21401612_front_a01_@2.png""}]","1 l",true,"{""price"":{""value"":10.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.1,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","21401612","EA",,,"8675","maxi",false,"OG",false,false,,
"21161996_EA","Organic Olive Oil","100% Organic Extra Virgin Olive Oil","Terra","/organic-olive-oil/p/21161996_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/21161996/b1/en/front/21161996_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/21161996/b1/en/front/21161996_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/21161996/b1/en/front/21161996_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/21161996/b1/en/front/21161996_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/21161996/b1/en/front/21161996_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/21161996/b1/en/front/21161996_front_a01_@2.png""}]","750 ml",true,"{""price"":{""value"":13.49,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.8,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","21161996","EA",,,"8675","maxi",false,"OG",false,false,,
"20000207002_EA","Light Taste Olive Oil","Bertolli Light Olive Oil is versatile enough to be used in almost every style of cooking. Exquisitely balanced with a gentle hint of olives, bright, golden colour and mild. Complements the true flavour of any meal. Smoke Point: 410° F / 210°C","Bertolli","/light-taste-olive-oil/p/20000207002_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20000207002/b1/en/front/20000207002_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20000207002/b1/en/front/20000207002_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20000207002/b1/en/front/20000207002_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20000207002/b1/en/front/20000207002_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20000207002/b1/en/front/20000207002_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20000207002/b1/en/front/20000207002_front_a01_@2.png""}]","1 l",true,"{""price"":{""value"":12.49,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.25,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20000207002","EA",,,"8675","maxi",false,"OG",false,false,,
"20156182002_EA","Mild Taste-Extra Virgin Olive Oil","Though initially sweet, its caramel flavour is only the beginning. Then the soft aromas of almonds appear, and the fresh taste of tomatoes and vegetables. And the finale? An extra virgin olive oil with a subtle bitterness, and an aftertaste of simplicity. Pairs well with light dishes like chicken, seafood and vegetables. Smoke Point: 392° F/200° C","Bertolli","/mild-taste-extra-virgin-olive-oil/p/20156182002_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20156182002/b1/en/front/20156182002_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20156182002/b1/en/front/20156182002_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20156182002/b1/en/front/20156182002_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20156182002/b1/en/front/20156182002_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20156182002/b1/en/front/20156182002_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20156182002/b1/en/front/20156182002_front_a01_@2.png""}]","1 l",true,"{""price"":{""value"":12.49,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.25,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20156182002","EA",,,"8675","maxi",false,"OG",false,false,,
"20156179_EA","Kalamata Extra Virgin Olive Oil","The Messinia and Laconia region of Southern Greece has been producing the first olive oil in the world since the beginning of history. The Lefas family proudly continues the tradition of selecting and producing the finest olive oil in the region for more than 150 years.",,"/kalamata-extra-virgin-olive-oil/p/20156179_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20156179/b1/en/front/20156179_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20156179/b1/en/front/20156179_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20156179/b1/en/front/20156179_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20156179/b1/en/front/20156179_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20156179/b1/en/front/20156179_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20156179/b1/en/front/20156179_front_a01_@2.png""}]","3 l",true,"{""price"":{""value"":24.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":0.83,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20156179","EA",,,"8675","maxi",false,"OG",false,false,,
"21093990_EA","Cold-Pressed Extra Virgin Olive Oil Spray",,"President's Choice","/cold-pressed-extra-virgin-olive-oil-spray/p/21093990_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/21093990/b1/en/front/21093990_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/21093990/b1/en/front/21093990_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/21093990/b1/en/front/21093990_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/21093990/b1/en/front/21093990_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/21093990/b1/en/front/21093990_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/21093990/b1/en/front/21093990_front_a01_@2.png""}]","155 ml",true,"{""price"":{""value"":4.49,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":2.9,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","21093990","EA",,,"8675","maxi",false,"OG",false,false,,
"21039665_EA","Rich Taste-Organic Extra Virgin Olive Oil","This quality blend of extra virgin olive oils is “cold pressed” for a naturally full-bodied fruity flavour. The Rich taste is best enjoyed drizzled over pastas, salads, dressings, dips and bread. Smoke Point  392° F/200° C","Bertolli","/rich-taste-organic-extra-virgin-olive-oil/p/21039665_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/21039665/b1/en/front/21039665_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/21039665/b1/en/front/21039665_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/21039665/b1/en/front/21039665_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/21039665/b1/en/front/21039665_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/21039665/b1/en/front/21039665_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/21039665/b1/en/front/21039665_front_a01_@2.png""}]","750 ml",true,"{""price"":{""value"":12.49,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.67,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","21039665","EA",,,"8675","maxi",false,"OG",false,false,,
"20535096_EA","Extra Virgin Olive Oil",,"A L'Olivier","/extra-virgin-olive-oil/p/20535096_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20535096/b1/en/front/20535096_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20535096/b1/en/front/20535096_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20535096/b1/en/front/20535096_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20535096/b1/en/front/20535096_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20535096/b1/en/front/20535096_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20535096/b1/en/front/20535096_front_a01_@2.png""}]","750 ml",true,"{""price"":{""value"":11.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.6,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20535096","EA",,,"8675","maxi",false,"OG",false,false,,
"20077972_EA","Extra Virgin Olive Oil","The finest and fruitiest of the olive oils, good for cardiovascular health while balancing metabolism and body functioning. Good source of vitamin E, and 0% cholesterol.","Mastro","/extra-virgin-olive-oil/p/20077972_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20077972/b1/en/front/20077972_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20077972/b1/en/front/20077972_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20077972/b1/en/front/20077972_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20077972/b1/en/front/20077972_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20077972/b1/en/front/20077972_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20077972/b1/en/front/20077972_front_a01_@2.png""}]","1 l",true,"{""price"":{""value"":11.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.2,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20077972","EA",,,"8675","maxi",false,"OG",false,false,,
"20840038001_EA","Grape Tomato 907G    ","Grape tomatoes are small and oval-shaped with a smooth red or yellow skin. They typically have a thicker skin and sweeter flavour than cherry tomatoes. Add raw grape tomatoes to your salads or vegetable platters, or roast with olive oil and serve with goat cheese and crackers.","Farmer's Market","/grape-tomato-907g/p/20840038001_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20840038001/b1/en/front/20840038001_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20840038001/b1/en/front/20840038001_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20840038001/b1/en/front/20840038001_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20840038001/b1/en/front/20840038001_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20840038001/b1/en/front/20840038001_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20840038001/b1/en/front/20840038001_front_a01_@2.png""}]","908 g",true,"{""price"":{""value"":7,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":0.77,""unit"":""g"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20840038001","EA",,,"8675","maxi",false,"OG",false,false,"{""name"":""Fruits & Vegetables""}",
"20326618_EA","Roasted Garlic Olive Oil","A blend of olive oil infused with roasted garlic flavour (it’s an extract), this versatile oil is an easy way to add subtle notes of roasted garlic flavour to foods. Use as a dip with bread, drizzle on salads and steak, brush on chicken, stir into mashed potatoes, and use to sauté vegetables and shrimp.","President's Choice","/roasted-garlic-olive-oil/p/20326618_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20326618/b1/en/front/20326618_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20326618/b1/en/front/20326618_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20326618/b1/en/front/20326618_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20326618/b1/en/front/20326618_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20326618/b1/en/front/20326618_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20326618/b1/en/front/20326618_front_a01_@2.png""}]","250 ml",true,"{""price"":{""value"":5.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":2.4,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20326618","EA",,,"8675","maxi",false,"OG",false,false,,
"20021287_EA","Extra Virgin Olive Oil",,"Irini","/extra-virgin-olive-oil/p/20021287_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20021287/b1/en/front/20021287_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20021287/b1/en/front/20021287_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20021287/b1/en/front/20021287_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20021287/b1/en/front/20021287_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20021287/b1/en/front/20021287_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20021287/b1/en/front/20021287_front_a01_@2.png""}]","750 ml",true,"{""price"":{""value"":9.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.33,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20021287","EA",,,"8675","maxi",false,"OG",false,false,,
"20117370001_EA","Mini Carrots","Baby (or mini) carrots are harvested young and usually very tender and sweet. Because they are already peeled, baby carrots are a quick and easy snack for people of all ages. Enjoy baby carrots on their own, add them to your vegetable platter, or roast them with a little olive oil for an easy side dish.","Farmer's Market","/mini-carrots/p/20117370001_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20117370001/b1/en/front/20117370001_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20117370001/b1/en/front/20117370001_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20117370001/b1/en/front/20117370001_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20117370001/b1/en/front/20117370001_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20117370001/b1/en/front/20117370001_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20117370001/b1/en/front/20117370001_front_a01_@2.png""}]","340 g",true,"{""price"":{""value"":1.88,""unit"":""ea"",""quantity"":1,""reasonCode"":1,""type"":""SPECIAL""},""wasPrice"":{""value"":2.49,""unit"":""ea"",""quantity"":1,""reasonCode"":null,""type"":null},""comparisonPrices"":[{""value"":0.55,""unit"":""g"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":{""type"":""SALE"",""text"":""SAVE $0.61"",""expiryDate"":""2023-02-22T00:00:00Z"",""promoType"":null,""name"":""SALE""},""newItemBadge"":null}","OK","20117370001","EA",,,"8675","maxi",false,"OG",false,false,"{""name"":""Fruits & Vegetables""}",
"20074337_EA","Olive Oil Tin    ","IF IT SAYS GALLO, THE QUALITY IS GUARANTEED!.<br><br>Since ancient times, the olive has been the symbol of peace and prosperity in the Mediterranean world. Today, Gallo 100% Pure Olive Oil is still part of a rich tradition of quality. Gallo 100% Pure Olive Oil uses only fine quality olives, pressed in the time-honoured traditional method, creating a superior-flavoured oil that imparts an unique, subtle accent to many foods..<br><br>When flavour and quality is most important, you can trust Gallo Pure Olive Oil to be the finest 100% pure olive oil..<br><br>GALLO: THE TRUSTED NAME IN OLIVE OIL FOR GENERATIONS","Gallo","/olive-oil-tin/p/20074337_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20074337/b1/en/front/20074337_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20074337/b1/en/front/20074337_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20074337/b1/en/front/20074337_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20074337/b1/en/front/20074337_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20074337/b1/en/front/20074337_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20074337/b1/en/front/20074337_front_a01_@2.png""}]","3 l",true,"{""price"":{""value"":31.99,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.07,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20074337","EA",,,"8675","maxi",false,"OG",false,false,,
"20572876_EA","Extra Virgin Olive Oil",,"Kriti Gold","/extra-virgin-olive-oil/p/20572876_EA","[{""imageUrl"":null,""smallUrl"":""https://assets.shop.loblaws.ca/products/20572876/b1/en/front/20572876_front_a01_@2.png"",""mediumUrl"":""https://assets.shop.loblaws.ca/products/20572876/b1/en/front/20572876_front_a01_@2.png"",""largeUrl"":""https://assets.shop.loblaws.ca/products/20572876/b1/en/front/20572876_front_a01_@2.png"",""smallRetinaUrl"":""https://assets.shop.loblaws.ca/products/20572876/b1/en/front/20572876_front_a01_@2.png"",""mediumRetinaUrl"":""https://assets.shop.loblaws.ca/products/20572876/b1/en/front/20572876_front_a01_@2.png"",""largeRetinaUrl"":""https://assets.shop.loblaws.ca/products/20572876/b1/en/front/20572876_front_a01_@2.png""}]","750 ml",true,"{""price"":{""value"":11.49,""unit"":""ea"",""quantity"":1,""reasonCode"":4,""type"":""REGULAR""},""wasPrice"":null,""comparisonPrices"":[{""value"":1.53,""unit"":""ml"",""quantity"":100,""reasonCode"":null,""type"":null}]}","{""type"":""SOLD_BY_EACH"",""unit"":""ea"",""interval"":1,""minOrderQuantity"":1,""maxOrderQuantity"":25,""weighted"":false}","{""textBadge"":null,""loyaltyBadge"":null,""dealBadge"":null,""newItemBadge"":null}","OK","20572876","EA",,,"8675","maxi",false,"OG",false,false,,
